"Year","Month","Day","Latitude","Longitude","Measurement","Unit","Density.Range","Density.Class"
"2012","10","28",20.14,-148.94,1.070216,"pieces/m3","1-10","High"
"2005","07","15",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","22",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","11",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2011","07","13",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2002","04","02",19.62,-157,0.01496,"pieces/m3","0.005-1","Medium"
"2011","07","16",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2012","05","15",31.06,-143.46,0.004292,"pieces/m3","0.0005-0.005","Low"
"2003","08","17",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2004","10","31",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2012","05","18",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","10",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2011","11","03",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2011","11","18",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","06",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","01",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2012","01","01",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","23",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2011","12","15",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","07","07",19.95,-156.16,0.260276,"pieces/m3","0.005-1","Medium"
"2003","11","15",19.8,-143.03,0.00432,"pieces/m3","0.0005-0.005","Low"
"2012","06","27",31.1333,-174.3002,0.450485,"pieces/m3","0.005-1","Medium"
"2008","12","30",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","11",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","16",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2003","02","13",19.36,-156.38,0.0024,"pieces/m3","0.0005-0.005","Low"
"2012","10","30",19.95,-156.16,0.51448,"pieces/m3","0.005-1","Medium"
"2011","04","06",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","17",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","13",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","14",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2012","05","16",28.5588,149.3047,0.252171,"pieces/m3","0.005-1","Medium"
"2014","02","06",33.495,140,0.00987,"pieces/m3","0.005-1","Medium"
"2012","05","08",15.7937,159.2056,0.004497,"pieces/m3","0.0005-0.005","Low"
"2014","02","05",31.496667,141,0.0166,"pieces/m3","0.005-1","Medium"
"2012","05","12",22.4588,155.2998,0.345741,"pieces/m3","0.005-1","Medium"
"2012","05","09",17.9596,157.078,0.067933,"pieces/m3","0.005-1","Medium"
"2014","02","19",32.993333,135.511667,0.088381,"pieces/m3","0.005-1","Medium"
"2012","06","21",30.077,168.133,0.600285,"pieces/m3","0.005-1","Medium"
"2014","02","06",32.5,140.003333,0.013446,"pieces/m3","0.005-1","Medium"
"2014","02","17",30.498333,136.503333,0.379727,"pieces/m3","0.005-1","Medium"
"2014","02","16",33.5,136.995,0.061027,"pieces/m3","0.005-1","Medium"
"2014","02","20",32.003333,135.005,0.050433,"pieces/m3","0.005-1","Medium"
"2014","02","07",33.008333,139.003333,0.034702,"pieces/m3","0.005-1","Medium"
"2012","06","15",32.0859,153.1712,0.394404,"pieces/m3","0.005-1","Medium"
"2014","02","17",31.501667,136.996667,0.049608,"pieces/m3","0.005-1","Medium"
"2014","02","04",33.501667,140.998333,0.017975,"pieces/m3","0.005-1","Medium"
"2014","02","05",31,140,0.046879,"pieces/m3","0.005-1","Medium"
"2014","02","11",33.505,137.501667,0.053929,"pieces/m3","0.005-1","Medium"
"2012","06","24",28.4783,175.315,0.925087,"pieces/m3","0.005-1","Medium"
"2012","05","11",19.6586,155.1127,0.082536,"pieces/m3","0.005-1","Medium"
"2014","02","11",33.995,137.996667,0.012523,"pieces/m3","0.005-1","Medium"
"2012","06","18",30.191,160.4028,0.417249,"pieces/m3","0.005-1","Medium"
"2014","02","20",32.5,135.008333,0.060735,"pieces/m3","0.005-1","Medium"
"2014","02","19",33.505,135,0.064081,"pieces/m3","0.005-1","Medium"
"2014","02","07",34,138.505,0.004439,"pieces/m3","0.0005-0.005","Low"
"2014","02","04",32.515,141.008333,0.010865,"pieces/m3","0.005-1","Medium"
"2014","02","21",30.503333,135.001667,0.127785,"pieces/m3","0.005-1","Medium"
"2014","02","18",31.5,136.003333,0.021896,"pieces/m3","0.005-1","Medium"
"2012","05","15",27.0833,151.3647,0.237793,"pieces/m3","0.005-1","Medium"
"2014","02","09",31.005,139,0.007735,"pieces/m3","0.005-1","Medium"
"2014","02","17",30.998333,136.993333,0.090635,"pieces/m3","0.005-1","Medium"
"2012","06","16",31.2728,155.3199,0.169271,"pieces/m3","0.005-1","Medium"
"2014","02","19",32.998333,136.005,0.259535,"pieces/m3","0.005-1","Medium"
"2014","02","11",34.001667,137.493333,0.040675,"pieces/m3","0.005-1","Medium"
"2012","06","19",30.4448,163.3177,0.098196,"pieces/m3","0.005-1","Medium"
"2014","02","18",31.991667,135.995,0.10842,"pieces/m3","0.005-1","Medium"
"2014","02","07",34.001667,138.993333,0.004897,"pieces/m3","0.0005-0.005","Low"
"2014","02","09",31.5,138.001667,1.598963,"pieces/m3","1-10","High"
"2012","05","17",29.7272,148.0468,2.381986,"pieces/m3","1-10","High"
"2014","02","10",33.001667,138.498333,0.069027,"pieces/m3","0.005-1","Medium"
"2014","02","06",33.998333,139.996667,0,"pieces/m3","0-0.0005","Very Low"
"2012","05","14",25.099,154.157,0.251981,"pieces/m3","0.005-1","Medium"
"2014","02","10",33.5,138.493333,0.104379,"pieces/m3","0.005-1","Medium"
"2012","05","08",16.4507,158.5566,0.004845,"pieces/m3","0.0005-0.005","Low"
"2012","05","10",32.8112,156.4986,0.023471,"pieces/m3","0.005-1","Medium"
"2014","02","18",30.498333,136.006667,0.0409,"pieces/m3","0.005-1","Medium"
"2014","02","07",34.501667,139.01,0.008854,"pieces/m3","0.005-1","Medium"
"2014","02","10",31.995,138.001667,0.250694,"pieces/m3","0.005-1","Medium"
"2014","02","10",32.995,138.006667,0.007137,"pieces/m3","0.005-1","Medium"
"2014","02","17",32.001667,137,0.111959,"pieces/m3","0.005-1","Medium"
"2014","02","06",34.5,139.998333,0.010045,"pieces/m3","0.005-1","Medium"
"2012","06","14",33.2582,151.1831,0.627065,"pieces/m3","0.005-1","Medium"
"2014","02","04",33.001667,140.995,0.22492,"pieces/m3","0.005-1","Medium"
"2014","02","05",31.493333,140,0.017222,"pieces/m3","0.005-1","Medium"
"2012","05","14",25.7062,153.2397,0.050907,"pieces/m3","0.005-1","Medium"
"2012","05","11",20.5115,155.1814,0.169812,"pieces/m3","0.005-1","Medium"
"2014","02","20",33.011667,135.015,0.037903,"pieces/m3","0.005-1","Medium"
"2014","02","07",34.503333,138.508333,0.010514,"pieces/m3","0.005-1","Medium"
"2014","02","21",30,135,0.125674,"pieces/m3","0.005-1","Medium"
"2014","02","10",32.5,137.998333,0.028565,"pieces/m3","0.005-1","Medium"
"2014","02","04",32.001667,141.001667,0.008353,"pieces/m3","0.005-1","Medium"
"2014","02","06",33.5,139.508333,0.008458,"pieces/m3","0.005-1","Medium"
"2012","05","16",27.8482,150.2578,3.907992,"pieces/m3","1-10","High"
"2014","02","03",34.495,140.968333,0.018345,"pieces/m3","0.005-1","Medium"
"2014","02","09",31,138.501667,0.396186,"pieces/m3","0.005-1","Medium"
"2012","05","08",15.2175,159.9003,0.034662,"pieces/m3","0.005-1","Medium"
"2014","02","05",31,140.995,0.026755,"pieces/m3","0.005-1","Medium"
"2012","05","13",23.4111,155.2311,0.142847,"pieces/m3","0.005-1","Medium"
"2012","06","22",29.1979,169.8263,0.184778,"pieces/m3","0.005-1","Medium"
"2014","02","19",33.328333,136.008333,0.029305,"pieces/m3","0.005-1","Medium"
"2014","02","16",33.501667,136.501667,0.036983,"pieces/m3","0.005-1","Medium"
"2014","02","17",30.501667,136.993333,0.555717,"pieces/m3","0.005-1","Medium"
"2014","02","07",33.503333,139,0.006285,"pieces/m3","0.005-1","Medium"
"2014","02","09",32.493333,139.003333,0.012138,"pieces/m3","0.005-1","Medium"
"2014","02","06",33.995,139.503333,0.006387,"pieces/m3","0.005-1","Medium"
"2014","02","04",34,140.995,0.013348,"pieces/m3","0.005-1","Medium"
"2014","02","09",30.998333,138.003333,0.013218,"pieces/m3","0.005-1","Medium"
"2012","05","13",24.2949,155.0853,0.188329,"pieces/m3","0.005-1","Medium"
"2014","02","05",30.998333,140.496667,0.019717,"pieces/m3","0.005-1","Medium"
"2012","05","09",17.4912,157.5383,0.044526,"pieces/m3","0.005-1","Medium"
"2012","05","10",19.4321,156.1433,0.05016,"pieces/m3","0.005-1","Medium"
"2014","02","10",33.498333,138.008333,0.023827,"pieces/m3","0.005-1","Medium"
"2012","06","23",29.4129,172.0143,0.22878,"pieces/m3","0.005-1","Medium"
"2014","02","18",31.005,135.991667,0.041096,"pieces/m3","0.005-1","Medium"
"2014","02","17",33.006667,137.005,0.13486,"pieces/m3","0.005-1","Medium"
"2014","02","07",34.498333,139.6,0.007257,"pieces/m3","0.005-1","Medium"
"2014","02","09",32,139,0.008611,"pieces/m3","0.005-1","Medium"
"2014","02","06",32.996667,140,0.013381,"pieces/m3","0.005-1","Medium"
"2012","06","17",30.7313,157.7742,0.180903,"pieces/m3","0.005-1","Medium"
"2014","02","09",31.508333,139,0.02764,"pieces/m3","0.005-1","Medium"
"2012","05","15",26.3517,152.2958,0.382521,"pieces/m3","0.005-1","Medium"
"2012","05","12",21.5837,155.3391,0.024289,"pieces/m3","0.005-1","Medium"
"2014","02","17",32.505,136.996667,0.05111,"pieces/m3","0.005-1","Medium"
"2014","02","16",34,137.005,0.024355,"pieces/m3","0.005-1","Medium"
"2012","06","20",30.4993,166.0763,0.308357,"pieces/m3","0.005-1","Medium"
"2014","02","05",31.998333,140.003333,0.033805,"pieces/m3","0.005-1","Medium"
"2014","02","18",32.493333,136.003333,0.158991,"pieces/m3","0.005-1","Medium"
